0.99 1.772064e-08 1.327057e-08
0.98 7.089536e-08 5.312629e-08
0.97 1.595642e-07 1.197069e-07
0.96 2.837955e-07 2.132482e-07
0.95 4.436864e-07 3.341095e-07
0.94 6.393641e-07 4.826909e-07
0.93 8.709841e-07 6.595535e-07
0.92 1.138733e-06 8.653279e-07
0.91 1.442828e-06 1.100731e-06
0.90 1.783517e-06 1.366574e-06
0.89 2.161083e-06 1.663895e-06
0.88 2.575840e-06 1.993742e-06
0.87 3.028136e-06 2.357425e-06
0.86 3.518357e-06 2.756176e-06
0.85 4.046919e-06 3.191713e-06
0.84 4.614305e-06 3.665626e-06
0.83 5.221028e-06 4.179769e-06
0.82 5.867613e-06 4.736128e-06
0.81 6.554649e-06 5.337265e-06
0.80 7.282765e-06 5.986368e-06
0.79 8.052641e-06 6.684692e-06
0.78 8.865002e-06 7.435301e-06
0.77 9.720628e-06 8.242328e-06
0.76 1.062031e-05 9.108249e-06
0.75 1.156515e-05 1.003881e-05
0.74 1.255590e-05 1.103851e-05
0.73 1.359374e-05 1.210973e-05
0.72 1.467954e-05 1.325928e-05
0.71 1.581450e-05 1.449322e-05
0.70 1.700019e-05 1.581699e-05
0.69 1.823749e-05 1.723854e-05
0.68 1.952722e-05 1.876658e-05
0.67 2.087217e-05 2.040698e-05
0.66 2.227335e-05 2.216707e-05
0.65 2.373268e-05 2.406001e-05
0.64 2.525223e-05 2.609541e-05
0.63 2.683343e-05 2.828989e-05
0.62 2.847843e-05 3.065413e-05
0.61 3.019040e-05 3.320323e-05
0.60 3.197181e-05 3.595062e-05
0.59 3.382452e-05 3.891969e-05
0.58 3.575099e-05 4.212506e-05
0.57 3.775736e-05 4.558827e-05
0.56 3.984162e-05 4.935872e-05
0.55 4.201103e-05 5.342025e-05
0.54 4.426998e-05 5.779587e-05
0.53 4.662151e-05 6.247531e-05
0.52 4.906991e-05 6.762302e-05
0.51 5.162227e-05 7.320649e-05
0.50 5.427921e-05 7.969887e-05
