0.99 3.350678e-08 3.330241e-08
0.98 1.340823e-07 1.332437e-07
0.97 3.018918e-07 2.999298e-07
0.96 5.372114e-07 5.335543e-07
0.95 8.404287e-07 8.344420e-07
0.94 1.212044e-06 1.202818e-06
0.93 1.652673e-06 1.639223e-06
0.92 2.163046e-06 2.144128e-06
0.91 2.744014e-06 2.718138e-06
0.90 3.396548e-06 3.361900e-06
0.89 4.121745e-06 4.075957e-06
0.88 4.920829e-06 4.861627e-06
0.87 5.795157e-06 5.719751e-06
0.86 6.746222e-06 6.651152e-06
0.85 7.775662e-06 7.656460e-06
0.84 8.885258e-06 8.738218e-06
0.83 1.007695e-05 9.897256e-06
0.82 1.135283e-05 1.113532e-05
0.81 1.271517e-05 1.245413e-05
0.80 1.416640e-05 1.385744e-05
0.79 1.570915e-05 1.534453e-05
0.78 1.734624e-05 1.691988e-05
0.77 1.908069e-05 1.858410e-05
0.76 2.091573e-05 2.034257e-05
0.75 2.285482e-05 2.219475e-05
0.74 2.490168e-05 2.414834e-05
0.73 2.706025e-05 2.620429e-05
0.72 2.933475e-05 2.836738e-05
0.71 3.172971e-05 3.064113e-05
0.70 3.424994e-05 3.303436e-05
0.69 3.690060e-05 3.554451e-05
0.68 3.968717e-05 3.818179e-05
0.67 4.261549e-05 4.094916e-05
0.66 4.569182e-05 4.386279e-05
0.65 4.892282e-05 4.692181e-05
0.64 5.231561e-05 5.012986e-05
0.63 5.587779e-05 5.350146e-05
0.62 5.961748e-05 5.704107e-05
0.61 6.354359e-05 6.076504e-05
0.60 6.766485e-05 6.467916e-05
0.59 7.199144e-05 6.879956e-05
0.58 7.653400e-05 7.313618e-05
0.57 8.130379e-05 7.770861e-05
0.56 8.631297e-05 8.253014e-05
0.55 9.157562e-05 8.762242e-05
0.54 9.710191e-05 9.299921e-05
0.53 1.029162e-04 9.868426e-05
0.52 1.090253e-04 1.047016e-04
0.51 1.154520e-04 1.110787e-04
0.50 1.222113e-04 1.178439e-04
