1 2.700630 0.700590 1.000011 0.705022 0.709183 -0.001709
2 3.997876 1.998926 3.001412 0.001968 0.005209 -0.999984
3 5.301900 3.301825 1.000068 -0.707757 -0.706448 0.003304
4 4.001208 2.002087 -0.996934 -0.004813 0.000275 0.999988
5 2.999922 2.697117 3.303453 0.001564 0.709075 -0.705131
6 1.006020 3.997950 2.001346 0.999999 -0.000892 -0.000701
7 2.999985 5.298215 0.701941 0.002038 -0.708629 0.705578
8 5.004334 4.001225 1.997953 -0.999992 -0.001325 0.003676
9 0.700541 2.999886 1.298904 0.706419 -0.003410 -0.707786
10 1.998616 0.998111 0.002059 -0.002124 0.999993 -0.003233
11 7.301877 7.000108 2.697576 -0.709528 0.001474 0.704676
12 2.001988 4.996441 -0.001392 -0.000455 -0.999997 -0.002473
13 4.999981 1.300370 3.300537 0.000318 -0.704615 -0.709590
14 7.004363 0.002122 2.001204 -0.999993 -0.001286 -0.003639
15 4.999917 6.698859 0.699337 0.003331 0.706112 0.708093
16 3.006058 -0.001177 1.997971 0.999993 0.003584 0.000770
17 7.304437 0.999957 1.304324 -0.706738 -0.001843 -0.707473
18 5.999848 2.996478 -0.000029 -0.001038 -0.999992 0.003732
19 0.703001 4.999984 2.703086 0.705711 -0.000002 0.708500
20 5.997795 -1.001895 -0.001103 0.004615 0.999984 0.003180
21 2.703561 7.296870 2.999910 0.707574 -0.706638 0.001464
22 3.997851 6.001106 1.003096 0.004858 -0.002977 0.999984
23 5.304741 4.695424 2.999992 -0.708212 0.706000 0.000058
24 4.001065 5.997885 5.001439 -0.002141 -0.002554 -0.999994
25 1.999981 2.000065 2.000072 0.577374 0.577318 -0.577359
26 4.000148 4.000120 -0.000193 -0.577351 -0.577312 0.577388
27 4.704923 3.000064 2.705013 -0.707477 0.001960 -0.706734
28 1.302724 4.697226 0.999973 0.706808 -0.707404 -0.001614
29 6.999882 5.298554 3.298510 -0.003502 0.707956 0.706247
30 6.005563 1.999832 1.999730 -0.577413 -0.577325 -0.577313
31 4.003395 -0.002510 0.003513 0.577346 0.577430 0.577274
32 3.301302 0.999890 2.700500 0.707797 0.002039 -0.706413
33 6.705172 7.294740 1.000044 -0.705962 0.708250 0.000042
34 0.999936 6.698419 3.301502 -0.001985 -0.705502 0.708705
35 2.005317 6.000677 2.005227 0.577294 -0.577429 0.577327
36 4.005538 4.000476 4.005603 -0.577388 0.577256 -0.577407
37 4.703449 5.000166 1.298328 -0.705484 0.000631 0.708725
38 1.300255 3.300321 3.000046 0.709199 0.705006 0.001799
39 7.000081 2.701744 0.699960 0.001739 -0.710244 -0.703953
40 6.002023 5.997857 1.997928 -0.577311 0.577393 0.577347
41 4.001737 7.998345 3.998184 0.577380 -0.577354 -0.577317
42 3.302755 7.000027 1.302831 0.708531 -0.000010 0.705680
43 6.702116 0.702242 2.999966 -0.706431 -0.707773 -0.003399
44 0.999882 1.296554 0.703419 -0.001756 0.705306 -0.708901
45 4.752009 3.107133 -0.319620 -0.303884 -0.720577 0.623236
46 5.083753 2.699083 2.381563 -0.702577 -0.293879 -0.648090
47 2.892622 1.247992 2.319910 0.721882 0.305014 -0.621170
48 3.302575 0.920012 -0.377992 0.293419 0.702083 0.648833
49 3.349825 2.180771 2.984562 0.172314 0.390346 -0.904399
50 4.985516 3.819535 1.349743 -0.905483 -0.386948 0.174274
51 4.321171 4.752628 0.890882 -0.619487 -0.303440 0.723989
52 1.624970 5.076482 1.304006 0.649487 -0.700729 0.295205
53 1.679653 2.892083 2.752496 0.624048 0.721209 -0.300702
54 4.382529 3.300543 3.084952 -0.648102 0.296963 -0.701268
55 1.020595 3.350739 1.817039 0.906452 0.168139 -0.387394
56 2.649332 4.980264 0.182740 -0.169698 -0.907349 0.384605
57 3.109379 4.321466 -0.752927 -0.722908 -0.622685 0.299445
58 6.698110 5.620060 2.917755 -0.298608 0.648959 0.699775
59 1.246865 1.678397 1.109619 0.300872 0.620122 -0.724517
60 0.922564 4.375864 0.696339 0.699654 -0.649491 -0.297734
61 2.181406 1.016744 0.649907 0.384411 0.906755 -0.173275
62 7.818052 6.649719 3.017857 -0.390548 -0.169363 0.904869
63 4.651036 1.822870 2.982556 -0.172076 -0.383847 -0.907222
64 3.021138 0.183314 1.350866 0.905221 0.389666 0.169514
65 3.681820 -0.751337 0.894495 0.623535 0.302410 0.720938
66 6.381601 6.915676 1.301050 -0.647071 0.702792 0.295606
67 6.321799 1.109895 2.753218 -0.620560 -0.722436 -0.304944
68 3.623023 0.697074 3.078808 0.650088 -0.293694 -0.700806
69 6.987291 0.650619 1.820075 -0.904984 -0.172271 -0.389006
70 5.350039 7.016767 0.181479 0.174510 0.904707 0.388654
71 4.893657 -0.318982 -0.751811 0.723449 0.619899 0.303887
72 5.248859 2.317611 -1.104758 0.300922 -0.621064 0.723688
73 6.752767 2.321746 1.109776 -0.302269 -0.624050 -0.720552
74 7.085288 -0.382616 0.699463 -0.701078 0.649008 -0.295430
75 5.818224 2.982471 0.649668 -0.388309 -0.906182 -0.167483
76 4.179248 1.349859 -0.977606 0.384375 0.172888 0.906844
77 4.753984 4.887867 4.323716 -0.303381 0.721189 -0.622774
78 5.083036 5.301449 1.619504 -0.699495 0.295048 0.650887
79 2.895955 6.750833 1.683147 0.722989 -0.302634 0.621048
80 3.302869 7.079426 4.377269 0.296348 -0.702674 -0.646859
81 3.350800 5.816720 1.021073 0.173533 -0.388824 0.904822
82 4.986517 4.175619 2.651748 -0.906081 0.386838 -0.171388
83 1.024595 4.649786 2.180252 0.905344 -0.172737 0.387961
84 2.651349 3.015272 3.823762 -0.170062 0.906905 -0.385489
85 6.183505 2.978053 -0.648891 0.386594 -0.905789 0.173466
86 3.819825 5.349438 4.986715 -0.387975 0.168543 -0.906128
87 4.650662 6.178123 1.019158 -0.168596 0.386139 0.906902
88 3.024052 7.819906 2.649913 0.906580 -0.385717 -0.171276
89 6.984879 -0.651344 2.176364 -0.906575 0.173266 0.384839
90 5.349589 0.978630 3.821190 0.172281 -0.904395 -0.390371
91 1.823615 1.015321 -0.651395 -0.389759 0.904852 0.171263
